item_id,penman_notation
B.765,"# ::tok The figures mark a significant turnaround .
(m / mark-01~2
    :ARG0 (f / figure~1)
    :ARG1 (t / turn-01~5
        :ARG1-of (s / significant-02~4)
        :direction (a / around~5)))
"
B.766,"# ::tok They do n't view it that way .
(v / view-02~3
    :ARG0 (t2 / they~0)
    :ARG1 (i / it~4)
    :ARG2 (w / way~6
        :mod (t / that~5))
    :polarity -~2)
"
B.767,"# ::tok I will make that commitment today .
(c / commit-01~4
    :ARG1 (i / i~0)
    :ARG2 (t / that~3)
    :time (t2 / today~5))
"
B.768,"# ::tok We need to all come together .
(n / need-01~1
    :ARG0 (w / we~0
        :mod (a / all~3))
    :ARG1 (c / come-01~4
        :ARG1 w
        :ARG4 (t / together~5)))
"
B.769,"# ::tok So I do n't want anybody 's sympathy .
(c / cause-01~0
    :ARG1 (w / want-01~4
        :ARG0 (i / i~1)
        :ARG1 (s / sympathize-01~7
            :ARG0 (a / anybody~5)
            :ARG1 i)
        :polarity -~3))
"
B.770,"# ::tok This is a call for help .
(c / call-02~3
    :ARG1 (h / help-01~5)
    :domain (t / this~0))
"
B.771,"# ::tok And that is a direct strategy .
(a / and~0
    :op2 (s / strategy~5
        :ARG1-of (d / direct-02~4)
        :domain (t / that~1)))
"
B.772,"# ::tok I 'm going to take him on .
(t / take-on-21~4
    :ARG0 (i / i~0)
    :ARG1 (h / he~5))
"
B.773,"# ::tok She has buried all of them .
(b / bury-01~2
    :ARG0 (s / she~0)
    :ARG1 (t / they~5
        :mod (a / all~3)))
"
B.774,"# ::tok Again , it 's been nearly a week .
(l / last-01~4
    :ARG2 (n / nearly~5
        :op1 (t / temporal-quantity~7
            :quant 1~6
            :unit (w / week~7)))
    :mod (a / again~0))
"
B.775,"# ::tok Here it comes , the unknown DNA .
(c / come-01~2
    :ARG1 (n2 / nucleic-acid~6
        :name (n / name~6
            :op1 ""DNA""~6)
        :ARG1-of (k / know-01~5
            :polarity -~5))
    :ARG4 (h / here~0))
"
B.776,"# ::tok We do have an air lock .
(h / have-03~2
    :ARG0 (w / we~0)
    :ARG1 (l / lock-01~5
        :ARG1 (a / air~4)))
"
B.777,"# ::tok Senator Edwards , good luck to you .
(s / say-01~2
    :ARG0 (i / i~7)
    :ARG1 (l / luck~4
        :ARG1-of (g / good-02~3)
        :beneficiary (y / you~6))
    :ARG2 (p / person~1
        :name (n / name~1
            :op1 ""Edwards""~1)
        :ARG0-of (h / have-org-role-91~0
            :ARG2 (s2 / senator~0))))
"
B.778,"# ::tok The terror camp was never built .
(b / build-01~5
    :ARG1 (c / camp~2
        :mod (t / terror~1))
    :polarity -~4
    :time (e / ever~4))
"
B.779,"# ::tok It was just a symptom , really .
(s / symptom~4
    :ARG1-of (r / real-04~6)
    :domain (i / it~0)
    :mod (j / just~2))
"
B.780,"# ::tok He joins us now from Phoenix .
(j / join-04~1
    :ARG0 (h / he~0)
    :ARG1 (w / we~2)
    :source (c / city~5
        :name (n / name~5
            :op1 ""Phoenix""~5))
    :time (n2 / now~3))
"
B.781,"# ::tok It was a deadly lung cancer .
(d / disease~5
    :name (n / name~4
        :op1 ""lung""~4
        :op2 ""cancer""~5)
    :ARG0-of (k / kill-01~3))
"
B.782,"# ::tok This is a really weird question .
(t / thing~5
    :ARG1-of (q / question-01~5)
    :mod (w / weird~4
        :degree (r / really~3))
    :mod (t2 / this~0))
"
B.783,"# ::tok Thousands of innocent lives were lost .
(l2 / lose-02~5
    :ARG1 (l / life~3
        :quant (m / multiple~0
            :op1 1000~0)
        :ARG1-of (i / innocent-01~2)))
"
B.784,"# ::tok Larry , thanks for coming in today .
(s / say-01~1
    :ARG1 (t / thank-01~2
        :ARG1 (p / person~0
            :name (n / name~0
                :op1 ""Larry""~0))
        :ARG2 (c / come-in-07~4
            :ARG1 p
            :time (t2 / today~6)))
    :ARG2 p)
"
B.785,"# ::tok I 'm sick of the whole scene .
(s2 / sick-04~2
    :ARG0 (s / scene~6
        :mod (w / whole~5))
    :ARG1 (i / i~0))
"
B.786,"# ::tok You know , the world loves him .
(l / love-01~5
    :ARG0 (w / world~4)
    :ARG1 (h / he~6)
    :ARG1-of (k / know-01~1
        :ARG0 (y / you~0)))
"
B.787,"# ::tok He do n't look nothing like Ricky .
(l / look-02~3
    :ARG0 (h / he~0)
    :ARG1 (n2 / nothing~4)
    :ARG2 (p / person~6
        :name (n / name~6
            :op1 ""Ricky""~6))
    :polarity -~2)
"
B.788,"# ::tok Ross Perot evidently has no plan .
(p2 / plan-01~5
    :ARG0 (p / person~1
        :name (n / name~0
            :op1 ""Ross""~0
            :op2 ""Perot""~1))
    :manner (e / evident~2)
    :polarity -~4)
"
B.789,"# ::tok So let 's let that go forward .
(l / let-01~3
    :ARG0 (w / we~1)
    :ARG1 (g / go-06~5
        :ARG1 (t / that~4)
        :ARG2 (f / forward~6))
    :mode imperative~1)
"
B.790,"# ::tok It is the next entertainment revolution .
(r / revolution-03~5
    :ARG0 (e / entertainment~4)
    :domain (i / it~0)
    :mod (n / next~3))
"
B.791,"# ::tok We would n't have seen analog cassettes .
(s / see-01~4
    :ARG0 (w / we~0)
    :ARG1 (t / tape~6
        :mod (a / analog~5))
    :polarity -~2)
"
B.792,"# ::tok They are just defending the law .
(d / defend-01~3
    :ARG0 (t / they~0)
    :ARG1 (l / law~5)
    :mod (j / just~2))
"
B.793,"# ::tok She loves to go to church .
(l / love-01~1
    :ARG0 (s / she~0)
    :ARG1 (g / go-02~3
        :ARG0 s
        :ARG4 (c / church~5)))
"
B.794,"# ::tok I have a very supportive husband .
(h / have-03~1
    :ARG0 (i / i~0)
    :ARG1 (p / person~5
        :ARG0-of (s / support-01~4
            :degree (v / very~3))
        :ARG0-of (h2 / have-rel-role-91~5
            :ARG1 i
            :ARG2 (h3 / husband~5))))
"
B.795,"# ::tok You 're listening to DAY TO DAY .
(l / listen-01~2
    :ARG0 (y / you~0)
    :ARG1 (d / day~6))
"
B.796,"# ::tok That 's what they wanted to communicate .
(w / want-01~4
    :ARG0 (t2 / they~3)
    :ARG1 (c / communicate-01~6
        :ARG0 t2
        :ARG1 (t / that~0)))
"
B.797,"# ::tok Boy , I 'm taking a deep breath .
(b2 / breathe-01~7
    :ARG0 (i / i~2)
    :ARG1-of (d / deep-02~6)
    :mod (b / boy~0
        :mode expressive~0))
"
B.798,"# ::tok No I think just the opposite .
(t / think-01~2
    :ARG0 (i / i~1)
    :ARG1 (o / opposite-01~5
        :mod (j / just~3)))
"
B.799,"# ::tok I am Steven Segal 's litigation attorney .
(h / have-rel-role-91~6
    :ARG0 (i / i~0)
    :ARG1 (p / person~2
        :name (n / name~2
            :op1 ""Steven""~2
            :op2 ""Segal""~3))
    :ARG2 (a / attorney~6
        :ARG0-of (l / ligate-01~5)))
"
B.800,"# ::tok And you can ask me why .
(a / and~0
    :op2 (p / possible-01~2
        :ARG1 (a2 / ask-01~3
            :ARG0 (y / you~1)
            :ARG1 (t / thing~5
                :ARG0-of (c / cause-01~5))
            :ARG2 (i / i~4))))
"
B.801,"# ::tok I want everybody to do well .
(w / want-01~1
    :ARG0 (i / i~0)
    :ARG1 (d / do-02~4
        :ARG0 (e / everybody~2)
        :ARG1 (w2 / well-09~5)))
"
B.802,"# ::tok Where those -- look , here he goes .
(m / multi-sentence~4
    :snt1 (l / look-01~3
        :ARG0 (y / you~3)
        :mode imperative~3)
    :snt2 (g / go-01~7
        :ARG1 (h / he~6)
        :ARG4 (h2 / here~5)
        :location (a / amr-unknown~0
            :mod (t / that~1))))
"
B.803,"# ::tok His parents are from Hong Kong .
(b / be-from-91~3
    :ARG1 (p2 / person~1
        :ARG0-of (h / have-rel-role-91~1
            :ARG1 (h2 / he~0)
            :ARG2 (p / parent~1)))
    :ARG2 (c / city~5
        :name (n / name~4
            :op1 ""Hong""~4
            :op2 ""Kong""~5)))
"
B.804,"# ::tok And command does n't first believe them .
(a / and~0
    :op2 (b / believe-01~5
        :ARG0 (c / command-02~1)
        :ARG1 (t / they~6)
        :ord (o / ordinal-entity~4
            :value 1~4)
        :polarity -~3))
"
B.805,"# ::tok Please let me answer the question .
(l / let-01~1
    :ARG0 (y / you~0)
    :ARG1 (a / answer-01~3
        :ARG0 (i / i~2)
        :ARG1 (t / thing~5
            :ARG1-of (q / question-01~5)))
    :mode imperative~0
    :polite +~0)
"
B.806,"# ::tok Dennis does n't recall that it happened .
(r / recall-02~3
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Dennis""~0))
    :ARG1 (i / it~5)
    :polarity -~2)
"
B.807,"# ::tok Finally , he was this past Friday .
(h / he~2
    :li -1~0
    :time (d / date-entity~6
        :mod (p / past~5)
        :weekday (f / friday~6)))
"
B.808,"# ::tok You ca n't start with individual programs .
(p / possible-01~1
    :ARG1 (s / start-01~3
        :ARG0 (y / you~0)
        :ARG2 (p2 / program~6
            :mod (i / individual~5)))
    :polarity -~2)
"
B.809,"# ::tok She also has a great wig .
(h / have-03~2
    :ARG0 (s / she~0)
    :ARG1 (w / wig~5
        :mod (g / great~4))
    :mod (a / also~1))
"
B.810,"# ::tok Anyway , all that and much more .
(a2 / and~4
    :mod (a3 / anyway~0)
    :op1 (t / that~3
        :mod (a / all~2))
    :op2 (m / more~6
        :quant (m2 / much~5)))
"
B.811,"# ::tok I 'm like , I 'm a little down .
(s / say-01~3
    :ARG0 (i / i~0)
    :ARG1 (d / down-01~8
        :ARG1 i
        :degree (l / little~7)))
"
B.812,"# ::tok It still seems a little unreal .
(s / seem-01~2
    :ARG1 (r / real-04~5
        :ARG1 (i / it~0)
        :degree (l / little~4)
        :polarity -~5)
    :mod (s2 / still~1))
"
B.813,"# ::tok He 's going to be more powerful .
(h / have-degree-91~5
    :ARG1 (h2 / he~0)
    :ARG2 (p / powerful-02~6
        :ARG1 h2)
    :ARG3 (m / more~5))
"
B.814,"# ::tok This was quite a stunning thing .
(t / thing~5
    :ARG0-of (s / stun-01~4
        :degree (q / quite~2))
    :mod (t2 / this~0))
"
B.815,"# ::tok I think it 's been very encouraging .
(t / think-01~1
    :ARG0 (i / i~0)
    :ARG1 (e / encourage-01~6
        :ARG0 (i2 / it~2)
        :degree (v / very~5)))
"
B.816,"# ::tok No one 's coming to get you .
(c / come-01~3
    :purpose (g / get-01~5
        :ARG0 (n / no-one~0)
        :ARG1 (y / you~6))
    :ARG1 n)
"
B.817,"# ::tok I thought you might be praying .
(t / think-01~1
    :ARG0 (i / i~0)
    :ARG1 (p / possible-01~3
        :ARG1 (p2 / pray-01~5
            :ARG0 (y / you~2))))
"
B.818,"# ::tok I knew I could n't trust you .
(k / know-01~1
    :ARG0 (i / i~0)
    :ARG1 (p / possible-01~3
        :ARG1 (t / trust-02~5
            :ARG0 i
            :ARG1 (y / you~6))
        :polarity -~4))
"
B.819,"# ::tok I 'm not crazy about blind dates .
(c / crazy-02~3
    :ARG0 (i / i~0)
    :ARG1 (d / date-02~6
        :ARG1-of (b / blind-02~5))
    :polarity -~2)
"
B.820,"# ::tok Then you 're lucky I came along .
(i2 / infer-01~0
    :ARG1 (l / lucky~3
        :domain (y / you~1)
        :mod (c / come-along-19~6
            :ARG1 (i / i~4))))
"
B.821,"# ::tok I have to ask you that .
(o / obligate-01~1
    :ARG1 (i / i~0)
    :ARG2 (a / ask-01~3
        :ARG0 i
        :ARG1 (t / that~5)
        :ARG2 (y / you~4)))
"
B.822,"# ::tok Ruby takes off towards the Cinepl ex. ..
(t / take-off-33~1
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Ruby""~0))
    :ARG0-of (s / sex-01~6)
    :direction (f / film~5
        :name (n2 / name~5
            :op1 ""Cinepl""~5)))
"
B.823,"# ::tok She 's going to wash your Jeep ?
(w / wash-01~4
    :ARG0 (s / she~0)
    :ARG1 (c / car-make~6
        :name (n / name~6
            :op1 ""Jeep""~6)
        :poss (y / you~5))
    :polarity (a / amr-unknown~7))
"
B.824,"# ::tok How can you choose this lifestyle ?
(p / possible-01~1
    :ARG1 (c / choose-01~3
        :ARG0 (y / you~2)
        :ARG1 (l / lifestyle~5
            :mod (t / this~4))
        :manner (a / amr-unknown~0)))
"
B.825,"# ::tok Curing countless diseases , not just ours .
(c2 / cure-01~0
    :ARG1 (d / disease~2
        :quant (c / countless~1)
        :poss (w / we~6
            :mod (j / just~5
                :polarity -~4))))
"
B.826,"# ::tok It was n't even his terrible taste .
(t / taste~6
    :ARG1-of (t2 / terrible-01~5)
    :mod (e / even~3)
    :polarity -~2
    :poss (h / he~4))
"
B.827,"# ::tok How much time do you have ?
(h / have-03~5
    :ARG0 (y / you~4)
    :ARG1 (t / time~2
        :quant (a / amr-unknown~0)))
"
B.828,"# ::tok I go back to work tomorrow .
(g / go-back-19~1
    :ARG1 (i / i~0)
    :ARG2 (w / work-01~4
        :ARG0 i)
    :time (t / tomorrow~5))
"
B.829,"# ::tok You should practice lying more often .
(r / recommend-01~1
    :ARG1 (p / practice-01~2
        :ARG0 (y / you~0)
        :ARG1 (l / lie-08~3
            :ARG0 y
            :ARG1-of (h / have-degree-91~4
                :ARG2 (o / often~5)
                :ARG3 (m / more~4)))))
"
B.830,"# ::tok What do you want for free ?
(w / want-01~3
    :ARG0 (y / you~2)
    :ARG1 (a / amr-unknown~0
        :ARG1-of (f / free-03~5)))
"
B.831,"# ::tok I 'm just here with another girl .
(b / be-located-at-91~3
    :ARG1 (i / i~0
        :accompanier (g / girl~6
            :mod (a / another~5)))
    :ARG2 (h / here~3)
    :mod (j / just~2))
"
B.832,"# ::tok Then you must keep it true .
(o / obligate-01~2
    :ARG1 (y / you~1)
    :ARG2 (k / keep-02~3
        :ARG0 y
        :ARG1 (t2 / true-01~5
            :ARG1 (i / it~4)))
    :time (t / then~0))
"
B.833,"# ::tok I used some of your soap .
(u / use-01~1
    :ARG0 (i / i~0)
    :ARG1 (s / soap~5
        :quant (s2 / some~2)
        :poss (y / you~4)))
"
B.834,"# ::tok I got pinched in the elevator .
(p / pin-01~2
    :ARG1 (i / i~0)
    :location (e / elevator~5))
"
B.835,"# ::tok You mean she 's not coming back ?
(m / mean-01~1
    :ARG0 (y / you~0)
    :ARG2 (c / come-01~5
        :ARG1 (s / she~2)
        :ARG4 (b / back~6)
        :polarity -~4)
    :polarity (a / amr-unknown~7))
"
B.836,"# ::tok Craig , darling are you in there ?
(s / say-01~1
    :ARG1 (b / be-located-at-91~5
        :ARG1 (p / person~0
            :name (n / name~0
                :op1 ""Craig""~0)
            :mod (d / darling~2))
        :ARG2 (t / there~6)
        :polarity (a / amr-unknown~7))
    :ARG2 p)
"
B.837,"# ::tok It was just a fishing expedition .
(e / expedition~5
    :domain (i / it~0)
    :mod (f / fish-01~4)
    :mod (j / just~2))
"
B.838,"# ::tok I do n't want to discuss it .
(w / want-01~3
    :ARG0 (i / i~0)
    :ARG1 (d / discuss-01~5
        :ARG0 i
        :ARG1 (i2 / it~6)
        :polarity -~2))
"
B.839,"# ::tok Did your wishes ever come true ?
(c / come-04~4
    :ARG1 (w / wish-01~2
        :ARG0 (y / you~1))
    :ARG2 (t / true-01~5
        :ARG1 w)
    :polarity (a / amr-unknown~6)
    :time (e / ever~3))
"
B.840,"# ::tok Macaulay , you drew up Wynant 's will .
(s / say-01~1
    :ARG0 (i / i~1)
    :ARG1 (d / draw-up-03~3
        :ARG1 (w / will~7
            :poss (p2 / person~5
                :name (n2 / name~5
                    :op1 ""Wynant""~5)))
        :ARG2 (p / person~5
            :name (n / name~0
                :op1 ""Macaulay""~0))))
"
B.841,"# ::tok Some of it good , I hope .
(h / hope-01~6
    :ARG0 (i / i~5)
    :ARG1 (g / good-02~3
        :ARG1 (i2 / it~2
            :quant (s / some~0))))
"
B.842,"# ::tok On your ear , you 've got something .
(h / have-03~6
    :ARG0 (y / you~4
        :part (e / ear~2))
    :ARG1 (s / something~7
        :location e))
"
B.843,"# ::tok It probably has the Dumper 's name .
(n2 / name-01~6
    :ARG1 (p / person~4
        :name (n / name~4
            :op1 ""Dumper""~4))
    :ARG2 (i / it~0)
    :mod (p2 / probable~1))
"
B.844,"# ::tok There 's always risk -- life 's a risk .
(m / multi-sentence~4
    :snt1 (r / risk-01~3
        :time (a / always~2))
    :snt2 (r2 / risk-01~8
        :ARG1 (l / life~5)))
"
B.845,"# ::tok I 'll see what you can do .
(s / see-01~2
    :ARG0 (i / i~0)
    :ARG1 (t / thing~3
        :ARG1-of (d / do-02~6
            :ARG0 (y / you~4)
            :ARG1-of (p / possible-01~5))))
"
B.846,"# ::tok I told you what to do .
(t / tell-01~1
    :ARG0 (i / i~0)
    :ARG1 (t2 / thing~3
        :ARG1-of (d / do-02~5
            :ARG0 (y / you~2)))
    :ARG2 y)
"
B.847,"# ::tok Ca n't go anywhere without an inhaler .
(p / possible-01~0
    :ARG1 (g / go-02~2
        :ARG4 (a2 / anywhere~3)
        :manner (a / accompany-01~4
            :ARG1 (i / inhaler~6)
            :polarity -~1))
    :polarity -~1)
"
B.848,"# ::tok I told you to stay hidden !
(t / tell-01~1
    :ARG0 (i / i~0)
    :ARG1 (s / stay-01~4
        :ARG1 (y / you~2)
        :ARG3 (h / hide-01~5
            :ARG1 y))
    :ARG2 y)
"
B.849,"# ::tok Shwoof , that makes me feel better .
(m / make-02~3
    :ARG0 (t / that~2)
    :ARG1 (f / feel-01~5
        :ARG0 (i / i~4)
        :ARG1 (g / good-02~6
            :ARG2-of (h / have-degree-91~6
                :ARG1 f
                :ARG3 (m2 / more~6))))
    :mod (w / wah~0
        :mode expressive~0))
"
B.850,"# ::tok Why 's his britches round his knees ?
(c / cause-01~0
    :ARG0 (a / amr-unknown~0)
    :ARG1 (r / round~4
        :domain (t / top~3
            :poss (h / he~2
                :part (k / knee~6)))
        :op1 k))
"
B.851,"# ::tok I did n't say you were scared .
(s / say-01~3
    :ARG0 (i / i~0)
    :ARG1 (s2 / scare-01~6
        :ARG1 (y / you~4))
    :polarity -~2)
"
B.852,"# ::tok You know what your problem is ?
(k / know-01~1
    :ARG0 (y / you~0)
    :ARG1 (t / thing~2
        :domain (p / problem~4
            :poss y))
    :polarity (a / amr-unknown~6))
"
B.853,"# ::tok I 'm a hemotologist , not a detective .
(c / contrast-01~4
    :ARG1 (h / hemotologist~3
        :domain (i / i~0))
    :ARG2 (d / detective~7
        :domain i
        :polarity -~5))
"
B.854,"# ::tok You 'd have to get me inside .
(o / obligate-01~2
    :ARG2 (g / get-05~4
        :ARG0 (y / you~0)
        :ARG1 (i / i~5)
        :ARG2 (i2 / inside~6)))
"
B.855,"# ::tok And that 's the power you have .
(a / and~0
    :op2 (p / power~4
        :ARG1-of (h / have-03~6
            :ARG0 (y / you~5))
        :domain (t / that~1)))
"
B.856,"# ::tok Because ... I did n't think I would ?
(c / cause-01~0
    :ARG0 (t / think-01~5
        :ARG0 (i / i~2)
        :ARG1 (d / do-02~7
            :ARG0 i)
        :polarity -~4
        :polarity (a / amr-unknown~8)))
"
B.857,"# ::tok We do n't want to be disturbed .
(w / want-01~3
    :ARG0 (w2 / we~0)
    :ARG1 (d / disturb-01~6
        :ARG1 w2
        :polarity -~2))
"
B.858,"# ::tok What do they need her for ?
(n / need-01~3
    :purpose (a / amr-unknown~0)
    :ARG0 (t / they~2)
    :ARG1 (s / she~4))
"
B.859,"# ::tok Is that all you care about ?
(a / all~2
    :ARG1-of (c / care-01~4
        :ARG0 (y / you~3))
    :domain (t / that~1)
    :polarity (a2 / amr-unknown~6))
"
B.860,"# ::tok How does he look up close ?
(l / look-01~3
    :ARG0 (h / he~2)
    :manner (a / amr-unknown~0)
    :manner (c / close-10~5
        :ARG1 h))
"
B.861,"# ::tok What happens when the baby comes ?
(a / amr-unknown~0
    :time (c / come-01~5
        :ARG1 (b / baby~4)))
"
B.862,"# ::tok Just please , give me the ticket !
(g / give-01~3
    :ARG0 (y / you~1)
    :ARG1 (t / ticket-02~6)
    :ARG2 (i / i~4)
    :mod (j / just~0)
    :mode imperative~3
    :polite +~1)
"
B.863,"# ::tok Learn how to speak English first .
(l2 / learn-01~0
    :ARG0 (y / you~0)
    :ARG1 (t / thing~1
        :manner-of (s / speak-01~3
            :ARG0 y
            :ARG3 (l / language~4
                :name (n / name~4
                    :op1 ""English""~4))))
    :mode imperative~0
    :ord (o / ordinal-entity~5
        :value 1~5))
"
B.864,"# ::tok You 're going to miss your train !
(m / miss-02~4
    :ARG0 (y / you~0)
    :ARG1 (t / train~6
        :poss y)
    :mode expressive~7)
"
B.865,"# ::tok Mommy , please do n't call me that .
(s / say-01~1
    :ARG0 (i / i~1)
    :ARG1 (c / call-01~5
        :ARG0 (y / you~2)
        :ARG1 i
        :ARG2 (t / that~7)
        :mode imperative~2
        :polarity -~4
        :polite +~2)
    :ARG2 (p / person~0
        :ARG0-of (h / have-rel-role-91~0
            :ARG1 i
            :ARG2 (m / mom~0))))
"
B.866,"# ::tok Our prayers have been answered , Turkle !
(s / say-01~5
    :ARG1 (a / answer-01~4
        :ARG1 (p2 / pray-01~1
            :ARG0 (w / we~0)))
    :ARG2 (p / person~6
        :name (n / name~6
            :op1 ""Turkle""~6)))
"
B.867,"# ::tok I think I love you , mate .
(s / say-01~5
    :ARG0 (i / i~0)
    :ARG1 (t / think-01~1
        :ARG0 i
        :ARG1 (l / love-01~3
            :ARG0 i
            :ARG1 (m / mate~6)))
    :ARG2 m)
"
B.868,"# ::tok Things wo n't change ... you know that !
(c / change-01~3
    :ARG1 (t / thing~0)
    :ARG1-of (k / know-01~6
        :ARG0 (y / you~5)
        :mode imperative~8)
    :polarity -~2)
"
B.869,"# ::tok You do n't , you ca n't believe that ...
(a / and~3
    :op1 (d / do-02~1
        :ARG0 (y / you~0)
        :polarity -~2)
    :op2 (p / possible-01~5
        :ARG1 (b / believe-01~7
            :ARG0 y
            :ARG1 (t / that~8))
        :polarity -~6))
"
B.870,"# ::tok Ellie , it was a formal party ...
(s / say-01~1
    :ARG0 (i / i~1)
    :ARG1 (p / party-01~6
        :domain (i2 / it~2)
        :mod (f / formal~5))
    :ARG2 (p2 / person~0
        :name (n / name~0
            :op1 ""Ellie""~0)))
"
B.871,"# ::tok I just have to get something .
(o / obligate-01~2
    :ARG2 (g / get-01~4
        :ARG0 (i / i~0)
        :ARG1 (s / something~5))
    :mod (j / just~1))
"
B.872,"# ::tok Worse than your Kraft Holiday dip ?
(h / have-degree-91~0
    :ARG2 (b / bad-07~0)
    :ARG3 (m / more~0)
    :ARG4 (d / dip~5
        :poss (y / you~2)
        :source (c / company~3
            :name (n / name~3
                :op1 ""Kraft""~3
                :op2 ""Holiday""~4)))
    :polarity (a / amr-unknown~6))
"
B.873,"# ::tok Keep that thing away from me .
(k / keep-04~0
    :ARG0 (y / you~0)
    :ARG1 (t2 / thing~2
        :mod (t / that~1))
    :ARG2 (a / away~3
        :op1 (i / i~5))
    :mode imperative~0)
"
B.874,"# ::tok Want to tell me what happened ?
(w / want-01~0
    :ARG0 (y / you~0)
    :ARG1 (t / tell-01~2
        :ARG0 y
        :ARG1 (e / event~4)
        :ARG2 (i / i~3))
    :polarity (a / amr-unknown~6))
"
B.875,"# ::tok I know what you 're gonna say .
(k / know-01~1
    :ARG0 (i / i~0)
    :ARG1 (t / thing~2
        :ARG1-of (s / say-01~6
            :ARG0 (y / you~3))))
"
B.876,"# ::tok Keep in touch with my secretary .
(k / keep-02~0
    :ARG0 (y / you~0)
    :ARG1 (i2 / in-touch-12~2
        :ARG0 y
        :ARG1 (p / person~5
            :ARG0-of (h / have-rel-role-91~5
                :ARG1 (i / i~4)
                :ARG2 (s / secretary~5))))
    :mode imperative~0)
"
B.877,"# ::tok I still have n't heard from Pendergast .
(h / hear-01~4
    :ARG0 (i / i~0)
    :ARG2 (p / person~6
        :name (n / name~6
            :op1 ""Pendergast""~6))
    :mod (s / still~1)
    :polarity -~3)
"
B.878,"# ::tok I 'm out here looking for Leo .
(b / be-located-at-91~2
    :purpose (l / look-01~4
        :ARG0 (i / i~0)
        :ARG1 (p / person~6
            :name (n / name~6
                :op1 ""Leo""~6)))
    :ARG1 i
    :ARG2 (h / here~3
        :mod (o / out~2)))
"
B.879,"# ::tok How do you like your coffee ?
(l / like-01~3
    :ARG0 (y / you~2)
    :ARG1 (c / coffee~5
        :mod (a / amr-unknown~0)
        :poss y))
"
B.880,"# ::tok Here turn around and face me .
(a / and~3
    :op1 (t / turn-01~1
        :ARG0 (y / you~1)
        :direction (a2 / around~2)
        :mode imperative~1)
    :op2 (f / face-01~4
        :ARG0 y
        :ARG1 (i / i~5)
        :mode imperative~3))
"
B.881,"# ::tok He gave me a great deal .
(g / give-01~1
    :ARG0 (h / he~0)
    :ARG1 (d / deal~5
        :mod (g2 / great~4))
    :ARG2 (i / i~2))
"
B.882,"# ::tok I do n't want you to die !
(w / want-01~3
    :ARG0 (i / i~0)
    :ARG1 (d / die-01~6
        :ARG1 (y / you~4))
    :polarity -~2)
"
B.883,"# ::tok I thought it was very unique .
(t / think-01~1
    :ARG0 (i / i~0)
    :ARG1 (u / unique-01~5
        :ARG1 (i2 / it~2)
        :degree (v / very~4)))
"
B.884,"# ::tok I 'll tell you that joke again .
(t / tell-01~2
    :ARG0 (i / i~0)
    :ARG1 (j / joke-01~5
        :ARG0 i
        :mod (t2 / that~4))
    :ARG2 (y / you~3)
    :mod (a / again~6))
"
B.885,"# ::tok I 've continued working on the case !
(c2 / continue-01~2
    :ARG0 (i / i~0)
    :ARG1 (w / work-01~3
        :ARG0 i
        :ARG1 (c / case-03~6)))
"
B.886,"# ::tok You 're the one who started it .
(s / start-01~5
    :ARG0 (y / you~0)
    :ARG1 (i / it~6))
"
B.887,"# ::tok I 'm getting custody of the kids .
(g / get-01~2
    :ARG0 (i / i~0)
    :ARG1 (c / custody~3
        :poss (k / kid~6)))
"
B.888,"# ::tok Tell them I needed a rest .
(t / tell-01~0
    :ARG0 (y / you~0)
    :ARG1 (n / need-01~3
        :ARG0 (i / i~2)
        :ARG1 (r / rest-01~5
            :ARG0 i))
    :ARG2 (t2 / they~1)
    :mode imperative~0)
"
B.889,"# ::tok It was a shark , was n't it ?
(s / shark~3
    :ARG1-of (r / request-confirmation-91~8)
    :domain (i / it~0))
"
B.890,"# ::tok I thought that you were anyway .
(t / think-01~1
    :ARG0 (i / i~0)
    :ARG1 (y / you~3
        :manner (a / anyway~5)))
"
B.891,"# ::tok No Legal , Tax or Investment Advice .
(a / advise-01~6
    :ARG2 (o / or~4
        :op1 (l / legal-02~1)
        :op2 (t / tax-01~3)
        :op3 (i / invest-01~5))
    :polarity -~0)
"
B.892,"# ::tok AWA shall provide applicable training materials .
(o / obligate-01~1
    :ARG2 (p2 / provide-01~2
        :ARG0 (o2 / organization~0
            :name (n / name~0
                :op1 ""AWA""~0))
        :ARG1 (m / material~5
            :purpose (t / train-01~4)
            :ARG1-of (a / apply-02~3
                :ARG1-of (p / possible-01~3)))))
"
B.893,"# ::tok Opinion of Counsel for the Underwriters .
(t / thing~0
    :ARG1-of (o / opine-01~0
        :ARG0 (p / person~2
            :ARG0-of (i / insure-02~5)
            :ARG1-of (c / counsel-01~2))))
"
B.894,"# ::tok Letters of Credit Issued for Subsidiaries .
(i / issue-01~3
    :ARG1 (l / letter~0
        :mod (c / credit-02~2))
    :ARG2 (s / subsidize-01~5))
"
B.895,"# ::tok Transfers out of the bargaining unit .
(p / person~0
    :ARG1-of (t / transfer-01~0
        :ARG2 (u / unit~5
            :ARG0-of (b / bargain-01~4))))
"
B.896,"# ::tok Rb binds more than 100 proteins .
(b / bind-01~1
    :ARG1 (p / protein~5
        :name (n / name~0
            :op1 ""Rb""~0)
        :quant (m / more-than~2
            :op1 100~4)))
"
